Entry,Message,SignTime_uS
3311,"t=22.79,h=35.28,p=1008.48",46323
3312,"t=22.79,h=35.28,p=1008.48",46339
3313,"t=22.78,h=35.27,p=1008.44",46321
3314,"t=22.78,h=35.27,p=1008.44",46331
3315,"t=22.78,h=35.28,p=1008.46",46319
3316,"t=22.78,h=35.28,p=1008.46",46316
3317,"t=22.78,h=35.28,p=1008.48",46328
3318,"t=22.78,h=35.28,p=1008.48",46321
3319,"t=22.79,h=35.27,p=1008.48",46325
3320,"t=22.79,h=35.27,p=1008.48",46315
3321,"t=22.79,h=35.28,p=1008.47",46322
3322,"t=22.79,h=35.28,p=1008.47",46311
3323,"t=22.79,h=35.28,p=1008.47",46324
3324,"t=22.79,h=35.28,p=1008.46",46310
3325,"t=22.79,h=35.28,p=1008.46",46321
3326,"t=22.79,h=35.27,p=1008.48",46316
3327,"t=22.79,h=35.27,p=1008.48",46320
3328,"t=22.79,h=35.25,p=1008.46",46322
3329,"t=22.79,h=35.25,p=1008.46",46312
3330,"t=22.78,h=35.27,p=1008.45",46325
3331,"t=22.78,h=35.27,p=1008.45",46312
3332,"t=22.78,h=35.29,p=1008.47",46334
3333,"t=22.78,h=35.29,p=1008.47",46323
3334,"t=22.78,h=35.28,p=1008.46",46324
3335,"t=22.78,h=35.28,p=1008.46",46312
3336,"t=22.78,h=35.28,p=1008.45",46322
3337,"t=22.78,h=35.28,p=1008.45",46314
3338,"t=22.78,h=35.30,p=1008.44",46318
3339,"t=22.78,h=35.30,p=1008.44",46314
3340,"t=22.78,h=35.28,p=1008.47",46326
3341,"t=22.78,h=35.28,p=1008.47",46324
3342,"t=22.79,h=35.28,p=1008.48",46374
3343,"t=22.79,h=35.28,p=1008.48",46326
3344,"t=22.78,h=35.27,p=1008.46",46312
3345,"t=22.78,h=35.27,p=1008.46",46320
3346,"t=22.78,h=35.27,p=1008.47",46329
3347,"t=22.78,h=35.27,p=1008.47",46325
3348,"t=22.78,h=35.28,p=1008.45",46316
3349,"t=22.78,h=35.28,p=1008.45",46323
3350,"t=22.78,h=35.28,p=1008.48",46319
3351,"t=22.78,h=35.28,p=1008.48",46332
3352,"t=22.78,h=35.28,p=1008.47",46309
3353,"t=22.78,h=35.28,p=1008.47",46322
3354,"t=22.78,h=35.29,p=1008.45",46312
3355,"t=22.78,h=35.29,p=1008.45",46316
3356,"t=22.78,h=35.28,p=1008.47",46320
3357,"t=22.78,h=35.28,p=1008.47",46310
3358,"t=22.79,h=35.28,p=1008.45",46325
3359,"t=22.79,h=35.28,p=1008.45",46316
3360,"t=22.79,h=35.28,p=1008.49",46320
3361,"t=22.79,h=35.28,p=1008.49",46307
3362,"t=22.78,h=35.28,p=1008.44",46323
3363,"t=22.78,h=35.28,p=1008.44",46311
3364,"t=22.79,h=35.29,p=1008.48",46318
3365,"t=22.79,h=35.29,p=1008.48",46314
3366,"t=22.78,h=35.29,p=1008.47",46329
3367,"t=22.78,h=35.29,p=1008.47",46325
3368,"t=22.78,h=35.28,p=1008.46",46309
3369,"t=22.78,h=35.28,p=1008.46",46327
3370,"t=22.77,h=35.28,p=1008.44",46322
3371,"t=22.77,h=35.28,p=1008.44",46327
3372,"t=22.78,h=35.29,p=1008.47",46357
3373,"t=22.78,h=35.29,p=1008.47",46332
3374,"t=22.78,h=35.29,p=1008.47",46320
3375,"t=22.79,h=35.28,p=1008.46",46323
3376,"t=22.79,h=35.28,p=1008.46",46308
3377,"t=22.78,h=35.29,p=1008.46",46323
3378,"t=22.78,h=35.29,p=1008.46",46309
3379,"t=22.78,h=35.30,p=1008.46",46324
3380,"t=22.78,h=35.30,p=1008.46",46311
3381,"t=22.78,h=35.29,p=1008.49",46324
3382,"t=22.78,h=35.29,p=1008.49",46314
3383,"t=22.78,h=35.29,p=1008.45",46312
3384,"t=22.78,h=35.29,p=1008.45",46326
3385,"t=22.78,h=35.31,p=1008.47",46326
3386,"t=22.78,h=35.31,p=1008.47",46330
3387,"t=22.78,h=35.28,p=1008.47",46309
3388,"t=22.78,h=35.28,p=1008.47",46310
3389,"t=22.79,h=35.28,p=1008.48",46319
3390,"t=22.79,h=35.28,p=1008.48",46325
3391,"t=22.79,h=35.27,p=1008.49",46311
3392,"t=22.79,h=35.27,p=1008.49",46308
3393,"t=22.79,h=35.29,p=1008.48",46312
3394,"t=22.79,h=35.29,p=1008.48",46311
3395,"t=22.79,h=35.28,p=1008.51",46328
3396,"t=22.79,h=35.28,p=1008.51",46311
3397,"t=22.78,h=35.27,p=1008.46",46313
3398,"t=22.78,h=35.27,p=1008.46",46308
3399,"t=22.78,h=35.29,p=1008.48",46318
3400,"t=22.78,h=35.29,p=1008.48",46311
3401,"t=22.79,h=35.27,p=1008.46",46307
3402,"t=22.79,h=35.27,p=1008.46",46304
3403,"t=22.78,h=35.27,p=1008.48",46323
3404,"t=22.78,h=35.27,p=1008.48",46318
3405,"t=22.79,h=35.29,p=1008.45",46319
3406,"t=22.79,h=35.29,p=1008.45",46316
3407,"t=22.78,h=35.30,p=1008.48",46318
3408,"t=22.78,h=35.30,p=1008.48",46315
3409,"t=22.78,h=35.30,p=1008.49",46323
3410,"t=22.78,h=35.30,p=1008.49",46309
3411,"t=22.78,h=35.30,p=1008.44",46314
3412,"t=22.78,h=35.30,p=1008.44",46317
3413,"t=22.78,h=35.30,p=1008.50",46315
3414,"t=22.78,h=35.30,p=1008.50",46320
3415,"t=22.78,h=35.31,p=1008.45",46314
3416,"t=22.78,h=35.31,p=1008.45",46316
3417,"t=22.78,h=35.30,p=1008.45",46314
3418,"t=22.78,h=35.30,p=1008.45",46323
3419,"t=22.78,h=35.31,p=1008.45",46309
3420,"t=22.78,h=35.31,p=1008.45",46322
3421,"t=22.79,h=35.31,p=1008.47",46315
3422,"t=22.79,h=35.31,p=1008.47",46327
3423,"t=22.78,h=35.32,p=1008.50",46305
3424,"t=22.78,h=35.32,p=1008.50",46342
3425,"t=22.78,h=35.32,p=1008.50",46335
3426,"t=22.78,h=35.31,p=1008.49",46304
3427,"t=22.78,h=35.31,p=1008.49",46321
3428,"t=22.78,h=35.31,p=1008.51",46310
3429,"t=22.78,h=35.31,p=1008.51",46315
3430,"t=22.78,h=35.34,p=1008.48",46316
3431,"t=22.78,h=35.34,p=1008.48",46327
3432,"t=22.78,h=35.32,p=1008.48",46322
3433,"t=22.78,h=35.32,p=1008.48",46331
3434,"t=22.79,h=35.32,p=1008.51",46315
3435,"t=22.79,h=35.32,p=1008.51",46322
3436,"t=22.78,h=35.32,p=1008.48",46317
3437,"t=22.78,h=35.32,p=1008.48",46320
3438,"t=22.78,h=35.32,p=1008.47",46318
3439,"t=22.78,h=35.32,p=1008.47",46314
3440,"t=22.76,h=35.32,p=1008.42",46320
3441,"t=22.76,h=35.32,p=1008.42",46314
3442,"t=22.78,h=35.32,p=1008.48",46329
3443,"t=22.78,h=35.32,p=1008.48",46326
3444,"t=22.78,h=35.34,p=1008.45",46315
3445,"t=22.78,h=35.34,p=1008.45",46308
3446,"t=22.79,h=35.32,p=1008.47",46325
3447,"t=22.79,h=35.32,p=1008.47",46321
3448,"t=22.77,h=35.35,p=1008.44",46320
3449,"t=22.77,h=35.35,p=1008.44",46316
3450,"t=22.76,h=35.36,p=1008.45",46325
3451,"t=22.76,h=35.36,p=1008.45",46315
3452,"t=22.78,h=35.32,p=1008.44",46321
3453,"t=22.78,h=35.32,p=1008.44",46325
3454,"t=22.78,h=35.34,p=1008.47",46315
3455,"t=22.78,h=35.34,p=1008.47",46327
3456,"t=22.78,h=35.32,p=1008.47",46308
3457,"t=22.78,h=35.32,p=1008.47",46322
3458,"t=22.78,h=35.34,p=1008.48",46316
3459,"t=22.78,h=35.34,p=1008.48",46325
3460,"t=22.78,h=35.34,p=1008.48",46316
3461,"t=22.78,h=35.34,p=1008.48",46316
3462,"t=22.78,h=35.35,p=1008.45",46313
3463,"t=22.78,h=35.35,p=1008.45",46327
3464,"t=22.78,h=35.35,p=1008.48",46323
3465,"t=22.78,h=35.35,p=1008.48",46351
3466,"t=22.78,h=35.35,p=1008.45",46324
3467,"t=22.78,h=35.35,p=1008.45",46318
3468,"t=22.78,h=35.35,p=1008.47",46323
3469,"t=22.78,h=35.35,p=1008.47",46365
3470,"t=22.78,h=35.34,p=1008.44",46318
3471,"t=22.78,h=35.34,p=1008.44",46313
3472,"t=22.78,h=35.33,p=1008.44",46317
3473,"t=22.78,h=35.33,p=1008.44",46311
3474,"t=22.78,h=35.36,p=1008.45",46317
3475,"t=22.78,h=35.36,p=1008.45",46309
3476,"t=22.78,h=35.36,p=1008.45",46319
3477,"t=22.79,h=35.35,p=1008.47",46323
3478,"t=22.79,h=35.35,p=1008.47",46334
3479,"t=22.79,h=35.34,p=1008.45",46308
3480,"t=22.79,h=35.34,p=1008.45",46315
3481,"t=22.78,h=35.32,p=1008.47",46311
3482,"t=22.78,h=35.32,p=1008.47",46310
3483,"t=22.78,h=35.34,p=1008.46",46329
3484,"t=22.78,h=35.34,p=1008.46",46331
3485,"t=22.78,h=35.34,p=1008.44",46310
3486,"t=22.78,h=35.34,p=1008.44",46316
3487,"t=22.78,h=35.36,p=1008.46",46321
3488,"t=22.78,h=35.36,p=1008.46",46317
3489,"t=22.77,h=35.35,p=1008.45",46322
3490,"t=22.77,h=35.35,p=1008.45",46312
3491,"t=22.77,h=35.37,p=1008.44",46330
3492,"t=22.77,h=35.37,p=1008.44",46318
3493,"t=22.78,h=35.34,p=1008.50",46322
3494,"t=22.78,h=35.34,p=1008.50",46311
3495,"t=22.78,h=35.36,p=1008.44",46358
3496,"t=22.78,h=35.36,p=1008.44",46343
3497,"t=22.78,h=35.35,p=1008.46",46319
3498,"t=22.78,h=35.35,p=1008.46",46315
3499,"t=22.78,h=35.35,p=1008.49",46310
3500,"t=22.78,h=35.35,p=1008.49",46319
3501,"t=22.79,h=35.35,p=1008.50",46309
3502,"t=22.79,h=35.35,p=1008.50",46320
3503,"t=22.79,h=35.37,p=1008.51",46311
3504,"t=22.79,h=35.37,p=1008.51",46324
3505,"t=22.78,h=35.33,p=1008.46",46324
3506,"t=22.78,h=35.33,p=1008.46",46331
3507,"t=22.78,h=35.38,p=1008.49",46314
3508,"t=22.78,h=35.38,p=1008.49",46311
3509,"t=22.78,h=35.39,p=1008.49",46316
3510,"t=22.78,h=35.39,p=1008.49",46313
3511,"t=22.78,h=35.36,p=1008.50",46326
3512,"t=22.78,h=35.36,p=1008.50",46319
3513,"t=22.78,h=35.37,p=1008.48",46316
3514,"t=22.78,h=35.37,p=1008.48",46313
3515,"t=22.79,h=35.37,p=1008.48",46322
3516,"t=22.79,h=35.37,p=1008.48",46318
3517,"t=22.78,h=35.37,p=1008.46",46324
3518,"t=22.78,h=35.37,p=1008.46",46313
3519,"t=22.78,h=35.38,p=1008.48",46321
3520,"t=22.78,h=35.38,p=1008.48",46310
3521,"t=22.78,h=35.37,p=1008.46",46325
3522,"t=22.78,h=35.37,p=1008.46",46315
3523,"t=22.79,h=35.37,p=1008.50",46321
3524,"t=22.79,h=35.37,p=1008.50",46324
3525,"t=22.78,h=35.37,p=1008.50",46317
3526,"t=22.78,h=35.37,p=1008.50",46321
3527,"t=22.78,h=35.37,p=1008.47",46312
3528,"t=22.78,h=35.37,p=1008.47",46318
3529,"t=22.78,h=35.37,p=1008.47",46313
3530,"t=22.78,h=35.37,p=1008.47",46318
3531,"t=22.78,h=35.37,p=1008.47",46306
3532,"t=22.78,h=35.39,p=1008.49",46323
3533,"t=22.78,h=35.39,p=1008.49",46314
3534,"t=22.77,h=35.37,p=1008.47",46325
3535,"t=22.77,h=35.37,p=1008.47",46311
3536,"t=22.78,h=35.39,p=1008.47",46325
3537,"t=22.78,h=35.39,p=1008.47",46310
3538,"t=22.78,h=35.37,p=1008.48",46315
3539,"t=22.78,h=35.37,p=1008.48",46320
3540,"t=22.78,h=35.37,p=1008.45",46370
3541,"t=22.78,h=35.37,p=1008.45",46331
3542,"t=22.78,h=35.37,p=1008.47",46309
3543,"t=22.78,h=35.37,p=1008.47",46324
3544,"t=22.78,h=35.39,p=1008.48",46309
3545,"t=22.78,h=35.39,p=1008.48",46316
3546,"t=22.78,h=35.38,p=1008.47",46310
3547,"t=22.78,h=35.38,p=1008.47",46318
3548,"t=22.78,h=35.37,p=1008.48",46316
3549,"t=22.78,h=35.37,p=1008.48",46318
3550,"t=22.78,h=35.38,p=1008.47",46313
3551,"t=22.78,h=35.38,p=1008.47",46337
3552,"t=22.78,h=35.38,p=1008.46",46319
3553,"t=22.78,h=35.38,p=1008.46",46307
3554,"t=22.78,h=35.36,p=1008.45",46317
3555,"t=22.78,h=35.36,p=1008.45",46312
3556,"t=22.78,h=35.36,p=1008.44",46322
3557,"t=22.78,h=35.36,p=1008.44",46314
3558,"t=22.78,h=35.37,p=1008.48",46319
3559,"t=22.78,h=35.37,p=1008.48",46313
3560,"t=22.78,h=35.36,p=1008.46",46322
3561,"t=22.78,h=35.36,p=1008.46",46320
3562,"t=22.78,h=35.37,p=1008.48",46314
3563,"t=22.78,h=35.37,p=1008.48",46308
3564,"t=22.77,h=35.37,p=1008.45",46325
3565,"t=22.77,h=35.37,p=1008.45",46311
3566,"t=22.78,h=35.37,p=1008.46",46319
3567,"t=22.78,h=35.37,p=1008.46",46325
3568,"t=22.78,h=35.37,p=1008.44",46321
3569,"t=22.78,h=35.37,p=1008.44",46312
3570,"t=22.78,h=35.37,p=1008.46",46316
3571,"t=22.78,h=35.37,p=1008.46",46325
3572,"t=22.78,h=35.37,p=1008.48",46310
3573,"t=22.78,h=35.37,p=1008.48",46318
3574,"t=22.78,h=35.37,p=1008.47",46306
3575,"t=22.78,h=35.37,p=1008.47",46317
3576,"t=22.74,h=35.38,p=1008.40",46330
3577,"t=22.74,h=35.38,p=1008.40",46322
3578,"t=22.78,h=35.37,p=1008.47",46315
3579,"t=22.78,h=35.37,p=1008.47",46317
3580,"t=22.78,h=35.37,p=1008.47",46313
3581,"t=22.78,h=35.37,p=1008.48",46308
3582,"t=22.78,h=35.37,p=1008.48",46321
3583,"t=22.78,h=35.38,p=1008.47",46308
3584,"t=22.78,h=35.38,p=1008.47",46320
3585,"t=22.78,h=35.36,p=1008.48",46315
3586,"t=22.78,h=35.36,p=1008.48",46321
3587,"t=22.78,h=35.38,p=1008.45",46313
3588,"t=22.78,h=35.38,p=1008.45",46317
3589,"t=22.78,h=35.38,p=1008.48",46309
3590,"t=22.78,h=35.38,p=1008.48",46319
3591,"t=22.77,h=35.38,p=1008.43",46307
3592,"t=22.77,h=35.38,p=1008.43",46323
3593,"t=22.78,h=35.37,p=1008.49",46322
3594,"t=22.78,h=35.37,p=1008.49",46317
3595,"t=22.78,h=35.39,p=1008.49",46324
3596,"t=22.78,h=35.39,p=1008.49",46317
3597,"t=22.78,h=35.38,p=1008.47",46325
3598,"t=22.78,h=35.38,p=1008.47",46335
3599,"t=22.78,h=35.38,p=1008.48",46317
3600,"t=22.78,h=35.38,p=1008.48",46310
3601,"t=22.78,h=35.38,p=1008.51",46327
3602,"t=22.78,h=35.38,p=1008.51",46319
3603,"t=22.77,h=35.38,p=1008.49",46322
3604,"t=22.77,h=35.38,p=1008.49",46315
3605,"t=22.78,h=35.38,p=1008.47",46318
3606,"t=22.78,h=35.38,p=1008.47",46320
3607,"t=22.77,h=35.40,p=1008.47",46323
3608,"t=22.77,h=35.40,p=1008.47",46319
3609,"t=22.77,h=35.38,p=1008.46",46309
3610,"t=22.77,h=35.38,p=1008.46",46320
3611,"t=22.78,h=35.38,p=1008.48",46316
3612,"t=22.78,h=35.38,p=1008.48",46317
3613,"t=22.77,h=35.37,p=1008.46",46312
3614,"t=22.77,h=35.37,p=1008.46",46316
3615,"t=22.78,h=35.38,p=1008.47",46313
3616,"t=22.78,h=35.38,p=1008.47",46319
3617,"t=22.78,h=35.37,p=1008.48",46311
3618,"t=22.78,h=35.37,p=1008.48",46324
3619,"t=22.78,h=35.37,p=1008.48",46310
3620,"t=22.78,h=35.37,p=1008.48",46316
3621,"t=22.78,h=35.38,p=1008.52",46316
3622,"t=22.78,h=35.38,p=1008.52",46343
3623,"t=22.77,h=35.38,p=1008.45",46324
3624,"t=22.77,h=35.38,p=1008.45",46319
3625,"t=22.78,h=35.39,p=1008.46",46322
3626,"t=22.78,h=35.39,p=1008.46",46308
3627,"t=22.78,h=35.38,p=1008.50",46311
3628,"t=22.78,h=35.38,p=1008.50",46313
3629,"t=22.78,h=35.38,p=1008.50",46321
3630,"t=22.78,h=35.38,p=1008.50",46308
3631,"t=22.78,h=35.38,p=1008.50",46319
3632,"t=22.78,h=35.41,p=1008.49",46315
3633,"t=22.78,h=35.41,p=1008.49",46322
3634,"t=22.78,h=35.37,p=1008.50",46325
3635,"t=22.78,h=35.37,p=1008.50",46316
3636,"t=22.78,h=35.39,p=1008.52",46326
3637,"t=22.78,h=35.39,p=1008.52",46317
3638,"t=22.78,h=35.38,p=1008.51",46326
3639,"t=22.78,h=35.38,p=1008.51",46316
3640,"t=22.77,h=35.39,p=1008.48",46322
3641,"t=22.77,h=35.39,p=1008.48",46328
3642,"t=22.78,h=35.39,p=1008.51",46323
3643,"t=22.78,h=35.39,p=1008.51",46318
3644,"t=22.78,h=35.38,p=1008.53",46324
3645,"t=22.78,h=35.38,p=1008.53",46312
3646,"t=22.78,h=35.38,p=1008.47",46321
3647,"t=22.78,h=35.38,p=1008.47",46320
3648,"t=22.78,h=35.39,p=1008.51",46316
3649,"t=22.78,h=35.39,p=1008.51",46312
3650,"t=22.78,h=35.37,p=1008.49",46322
3651,"t=22.78,h=35.37,p=1008.49",46311
3652,"t=22.77,h=35.36,p=1008.46",46312
3653,"t=22.77,h=35.36,p=1008.46",46325
3654,"t=22.78,h=35.38,p=1008.50",46309
3655,"t=22.78,h=35.38,p=1008.50",46328
3656,"t=22.78,h=35.38,p=1008.48",46309
3657,"t=22.78,h=35.38,p=1008.48",46321
3658,"t=22.78,h=35.39,p=1008.51",46315
3659,"t=22.78,h=35.39,p=1008.51",46323
3660,"t=22.78,h=35.39,p=1008.49",46312
3661,"t=22.78,h=35.39,p=1008.49",46310
3662,"t=22.77,h=35.38,p=1008.48",46308
3663,"t=22.77,h=35.38,p=1008.48",46310
3664,"t=22.78,h=35.39,p=1008.48",46328
3665,"t=22.78,h=35.39,p=1008.48",46315
3666,"t=22.78,h=35.38,p=1008.49",46329
3667,"t=22.78,h=35.38,p=1008.49",46311
3668,"t=22.78,h=35.38,p=1008.50",46318
3669,"t=22.78,h=35.38,p=1008.50",46307
3670,"t=22.77,h=35.38,p=1008.49",46321
3671,"t=22.77,h=35.38,p=1008.49",46311
3672,"t=22.78,h=35.39,p=1008.49",46324
3673,"t=22.78,h=35.39,p=1008.49",46317
3674,"t=22.77,h=35.38,p=1008.50",46319
3675,"t=22.77,h=35.38,p=1008.50",46316
3676,"t=22.77,h=35.38,p=1008.48",46318
3677,"t=22.77,h=35.38,p=1008.48",46310
3678,"t=22.78,h=35.38,p=1008.48",46309
3679,"t=22.78,h=35.38,p=1008.48",46318
3680,"t=22.77,h=35.38,p=1008.47",46319
3681,"t=22.77,h=35.38,p=1008.47",46321
3682,"t=22.77,h=35.38,p=1008.47",46315
3683,"t=22.78,h=35.38,p=1008.49",46320
3684,"t=22.78,h=35.38,p=1008.49",46319
3685,"t=22.77,h=35.38,p=1008.47",46323
3686,"t=22.77,h=35.38,p=1008.47",46323
3687,"t=22.77,h=35.39,p=1008.47",46326
3688,"t=22.77,h=35.39,p=1008.47",46320
3689,"t=22.77,h=35.38,p=1008.46",46306
3690,"t=22.77,h=35.38,p=1008.46",46310
3691,"t=22.78,h=35.39,p=1008.48",46317
3692,"t=22.78,h=35.39,p=1008.48",46327
3693,"t=22.77,h=35.37,p=1008.46",46304
3694,"t=22.77,h=35.37,p=1008.46",46321
3695,"t=22.78,h=35.41,p=1008.49",46356
3696,"t=22.78,h=35.41,p=1008.49",46323
3697,"t=22.78,h=35.39,p=1008.49",46314
3698,"t=22.78,h=35.39,p=1008.49",46331
3699,"t=22.77,h=35.39,p=1008.47",46324
3700,"t=22.77,h=35.39,p=1008.47",46309
3701,"t=22.77,h=35.38,p=1008.48",46317
3702,"t=22.77,h=35.38,p=1008.48",46320
3703,"t=22.78,h=35.38,p=1008.50",46313
3704,"t=22.78,h=35.38,p=1008.50",46318
3705,"t=22.77,h=35.38,p=1008.49",46310
3706,"t=22.77,h=35.38,p=1008.49",46326
3707,"t=22.77,h=35.38,p=1008.49",46314
3708,"t=22.77,h=35.38,p=1008.49",46317
3709,"t=22.77,h=35.37,p=1008.51",46329
3710,"t=22.77,h=35.37,p=1008.51",46325
3711,"t=22.78,h=35.41,p=1008.51",46323
3712,"t=22.78,h=35.41,p=1008.51",46316
3713,"t=22.78,h=35.37,p=1008.49",46326
3714,"t=22.78,h=35.37,p=1008.49",46313
3715,"t=22.77,h=35.38,p=1008.49",46326
3716,"t=22.77,h=35.38,p=1008.49",46314
3717,"t=22.77,h=35.37,p=1008.48",46330
3718,"t=22.77,h=35.37,p=1008.48",46322
3719,"t=22.77,h=35.37,p=1008.49",46308
3720,"t=22.77,h=35.37,p=1008.49",46317
3721,"t=22.77,h=35.38,p=1008.49",46311
3722,"t=22.77,h=35.38,p=1008.49",46328
3723,"t=22.77,h=35.38,p=1008.48",46342
3724,"t=22.77,h=35.38,p=1008.48",46320
3725,"t=22.77,h=35.38,p=1008.48",46337
3726,"t=22.77,h=35.38,p=1008.48",46319
3727,"t=22.77,h=35.38,p=1008.48",46317
3728,"t=22.77,h=35.38,p=1008.48",46325
3729,"t=22.77,h=35.38,p=1008.50",46316
3730,"t=22.77,h=35.38,p=1008.50",46320
3731,"t=22.77,h=35.38,p=1008.51",46309
3732,"t=22.77,h=35.38,p=1008.51",46317
3733,"t=22.77,h=35.38,p=1008.51",46306
3734,"t=22.77,h=35.38,p=1008.51",46322
3735,"t=22.77,h=35.38,p=1008.51",46306
3736,"t=22.76,h=35.39,p=1008.45",46316
3737,"t=22.76,h=35.39,p=1008.45",46319
3738,"t=22.77,h=35.36,p=1008.47",46319
3739,"t=22.77,h=35.36,p=1008.47",46320
3740,"t=22.78,h=35.37,p=1008.51",46314
3741,"t=22.78,h=35.37,p=1008.51",46323
3742,"t=22.77,h=35.38,p=1008.49",46312
3743,"t=22.77,h=35.38,p=1008.49",46326
3744,"t=22.78,h=35.41,p=1008.50",46320
3745,"t=22.78,h=35.41,p=1008.50",46313
3746,"t=22.77,h=35.37,p=1008.50",46330
3747,"t=22.77,h=35.37,p=1008.50",46323
3748,"t=22.77,h=35.37,p=1008.49",46307
3749,"t=22.77,h=35.37,p=1008.49",46324
3750,"t=22.77,h=35.36,p=1008.47",46328
3751,"t=22.77,h=35.36,p=1008.47",46308
3752,"t=22.77,h=35.37,p=1008.47",46322
3753,"t=22.77,h=35.37,p=1008.47",46315
3754,"t=22.77,h=35.37,p=1008.48",46327
3755,"t=22.77,h=35.37,p=1008.48",46319
3756,"t=22.77,h=35.36,p=1008.46",46325
3757,"t=22.77,h=35.36,p=1008.46",46317
3758,"t=22.77,h=35.36,p=1008.47",46322
3759,"t=22.77,h=35.36,p=1008.47",46319
3760,"t=22.77,h=35.36,p=1008.48",46315
3761,"t=22.77,h=35.36,p=1008.48",46311
3762,"t=22.76,h=35.36,p=1008.45",46327
3763,"t=22.76,h=35.36,p=1008.45",46336
3764,"t=22.77,h=35.37,p=1008.48",46319
3765,"t=22.77,h=35.37,p=1008.48",46327
3766,"t=22.77,h=35.35,p=1008.48",46313
3767,"t=22.77,h=35.35,p=1008.48",46326
3768,"t=22.77,h=35.36,p=1008.50",46318
3769,"t=22.77,h=35.36,p=1008.50",46332
3770,"t=22.77,h=35.36,p=1008.45",46313
3771,"t=22.77,h=35.36,p=1008.45",46324
3772,"t=22.77,h=35.36,p=1008.49",46308
3773,"t=22.77,h=35.36,p=1008.49",46315
3774,"t=22.77,h=35.36,p=1008.49",46309
3775,"t=22.77,h=35.36,p=1008.49",46316
3776,"t=22.77,h=35.36,p=1008.48",46318
3777,"t=22.77,h=35.36,p=1008.48",46322
3778,"t=22.77,h=35.36,p=1008.46",46313
3779,"t=22.77,h=35.36,p=1008.46",46316
3780,"t=22.77,h=35.36,p=1008.48",46323
3781,"t=22.77,h=35.36,p=1008.48",46310
3782,"t=22.77,h=35.36,p=1008.48",46326
3783,"t=22.77,h=35.36,p=1008.48",46311
3784,"t=22.77,h=35.36,p=1008.48",46325
3785,"t=22.77,h=35.36,p=1008.45",46312
3786,"t=22.77,h=35.36,p=1008.45",46327
3787,"t=22.77,h=35.33,p=1008.47",46331
3788,"t=22.77,h=35.33,p=1008.47",46332
3789,"t=22.77,h=35.35,p=1008.48",46312
3790,"t=22.77,h=35.35,p=1008.48",46326
3791,"t=22.77,h=35.36,p=1008.50",46346
3792,"t=22.77,h=35.36,p=1008.50",46343
3793,"t=22.77,h=35.37,p=1008.47",46325
3794,"t=22.77,h=35.37,p=1008.47",46336
3795,"t=22.77,h=35.36,p=1008.49",46307
3796,"t=22.77,h=35.36,p=1008.49",46309
3797,"t=22.77,h=35.36,p=1008.50",46324
3798,"t=22.77,h=35.36,p=1008.50",46322
3799,"t=22.77,h=35.36,p=1008.48",46320
3800,"t=22.77,h=35.36,p=1008.48",46316
3801,"t=22.77,h=35.36,p=1008.48",46321
3802,"t=22.77,h=35.36,p=1008.48",46313
3803,"t=22.77,h=35.35,p=1008.46",46310
3804,"t=22.77,h=35.35,p=1008.46",46321
3805,"t=22.77,h=35.37,p=1008.49",46363
3806,"t=22.77,h=35.37,p=1008.49",46324
3807,"t=22.77,h=35.38,p=1008.51",46312
3808,"t=22.77,h=35.38,p=1008.51",46308
3809,"t=22.77,h=35.35,p=1008.49",46311
3810,"t=22.77,h=35.35,p=1008.49",46308
3811,"t=22.77,h=35.35,p=1008.50",46315
3812,"t=22.77,h=35.35,p=1008.50",46313
3813,"t=22.77,h=35.36,p=1008.49",46318
3814,"t=22.77,h=35.36,p=1008.49",46310
3815,"t=22.77,h=35.37,p=1008.52",46346
3816,"t=22.77,h=35.37,p=1008.52",46307
3817,"t=22.74,h=35.37,p=1008.44",46311
3818,"t=22.74,h=35.37,p=1008.44",46308
3819,"t=22.75,h=35.36,p=1008.46",46320
3820,"t=22.75,h=35.36,p=1008.46",46361
3821,"t=22.77,h=35.37,p=1008.45",46326
3822,"t=22.77,h=35.37,p=1008.45",46314
3823,"t=22.77,h=35.36,p=1008.47",46321
3824,"t=22.77,h=35.36,p=1008.47",46326
3825,"t=22.77,h=35.36,p=1008.48",46323
3826,"t=22.77,h=35.36,p=1008.48",46317
3827,"t=22.77,h=35.36,p=1008.50",46327
3828,"t=22.77,h=35.36,p=1008.50",46319
3829,"t=22.77,h=35.36,p=1008.47",46325
3830,"t=22.77,h=35.36,p=1008.47",46311
3831,"t=22.77,h=35.37,p=1008.48",46331
3832,"t=22.77,h=35.37,p=1008.48",46330
3833,"t=22.77,h=35.37,p=1008.48",46327
3834,"t=22.77,h=35.37,p=1008.48",46315
3835,"t=22.77,h=35.37,p=1008.47",46313
3836,"t=22.77,h=35.37,p=1008.47",46325
3837,"t=22.77,h=35.37,p=1008.47",46321
3838,"t=22.77,h=35.37,p=1008.49",46321
3839,"t=22.77,h=35.37,p=1008.49",46309
3840,"t=22.77,h=35.36,p=1008.46",46324
3841,"t=22.77,h=35.36,p=1008.46",46317
3842,"t=22.77,h=35.38,p=1008.48",46318
3843,"t=22.77,h=35.38,p=1008.48",46312
3844,"t=22.77,h=35.37,p=1008.50",46324
3845,"t=22.77,h=35.37,p=1008.50",46319
3846,"t=22.77,h=35.38,p=1008.49",46320
3847,"t=22.77,h=35.38,p=1008.49",46318
